FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,FD13,FD14,FD15,FD16,FD17,FD18,FD19,FD20,FD21,FD22,FD23,FD24,FD25,FD26,FD27,ISIN,SM,FDD1,FDD2,FDD3,FDD4,FDD5,FDD6,FDD7,ISCHECK,JC,OLD,ISXT,FDAYS,ISTZ,BUREAU,AttenTion
MU5286,320,1.3.5.7,ZSHC,1055,1245,ZSYT,1345,1620,ZYJM,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,54872,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5287,320,1234567,ZSOF,0800,1005,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54874,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5288,320,1234567,ZGGG,1115,1330,ZSOF,,,,,,,,,,,0,,国内,0,0331,1026,54875,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5289,320,1.3..6.,ZSNB,0800,1055,ZUMY,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,54876,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5290,320,1.3..6.,ZUMY,1140,1430,ZSNB,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,54878,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5291,738,1234567,ZBYN,0725,0845,ZBAA,,,,,,,,,,,0,,国内,0,0331,1026,54879,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5292,738,1234567,ZBAA,1000,1120,ZBYN,1220,1510,ZPPP,,,,,,,,0,,国内,0,0331,1026,54880,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5293,738,1.3.5.7,ZSWZ,0735,1000,ZBYN,1055,1215,ZBAA,,,,,,,,0,,国内,0,0331,1026,77356,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5293,738,.2.4.6.,ZSWZ,0735,1010,ZBYN,1100,1215,ZBAA,,,,,,,,0,,国内,0,0331,1026,77358,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5294,738,1..4.6.,ZBAA,0805,0920,ZBYN,1030,1300,ZSWZ,,,,,,,,0,,国内,0,0331,1026,54884,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5294,738,.23.5.7,ZBAA,1635,1755,ZBYN,1855,2115,ZSWZ,,,,,,,,0,,国内,0,0331,1026,54886,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5295,738,12.4..7,ZBYN,2210,2330,ZBAA,,,,,,,,,,,0,,国内,0,0331,1026,90891,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5296,321,..34...,ZUUU,0745,1040,ZSPD,,,,,,,,,,,0,共享代码JL5662；或使用机型319/320；,国内,0,0331,1026,54889,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5296,321,.....6.,ZUUU,0800,1050,ZSPD,,,,,,,,,,,0,共享代码JL5662；或使用机型319/320；,国内,0,0331,1026,54890,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5296,321,12.....,ZUUU,0745,1040,ZSPD,,,,,,,,,,,0,共享代码JL5662；或使用机型319/320；,国内,0,0331,1026,66883,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5297,321,1234.6.,ZSPD,1800,2140,ZUUU,,,,,,,,,,,0,共享代码JL5663；或使用机型319/320；,国内,0,0331,1026,54891,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5298,738,123.5..,ZBAA,0030,0150,ZBYN,,,,,,,,,,,0,,国内,0,0331,1026,90908,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5299,738,1234567,ZPPP,1620,1910,ZBYN,2005,2125,ZBAA,,,,,,,,0,,国内,0,0331,1026,54893,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5300,738,.2.4.6.,ZBAA,2235,2355,ZBYN,,,,,,,,,,,0,,国内,0,0331,1026,54896,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5300,738,1.3.5.7,ZBAA,2315,0035,ZBYN,,,,,,,,,,,0,,国内,0,0331,1026,66208,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5301,738,1234567,ZSSS,1230,1505,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54897,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5302,738,.2....7,ZGGG,1030,1250,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54898,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5302,738,....5..,ZGGG,1030,1305,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54899,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5302,738,1.34.6.,ZGGG,1030,1305,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54900,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5303,321,1234567,ZSSS,1030,1300,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54901,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5304,738,1234567,ZGGG,0830,1045,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54902,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5305,333,1234567,ZSSS,1130,1400,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54903,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5306,321,1234567,ZGGG,1430,1705,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54904,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5307,738,1234567,ZSSS,1430,1655,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54905,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5308,333,1234567,ZGGG,1530,1745,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54906,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5309,738,1234567,ZSSS,2035,2300,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54907,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5310,738,.2.4.6.,ZGGG,1830,2055,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54912,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5310,738,1.3.5.7,ZGGG,1830,2055,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,66863,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5311,738,1234567,ZSSS,2225,0045,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54913,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5312,738,1234567,ZGGG,1630,1845,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54914,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5313,332,1234567,ZSSS,1630,1905,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54915,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5314,738,1234567,ZGGG,0930,1150,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54916,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5315,738,1234567,ZSSS,1930,2150,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54917,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5316,332,1234567,ZGGG,2030,2250,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54918,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5317,320,....5..,ZSHC,1950,2245,ZPPP,,,,,,,,,,,0,,国内,0,0331,1026,54919,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5317,320,12.4.67,ZSHC,1950,2255,ZPPP,,,,,,,,,,,0,,国内,0,0331,1026,54920,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5317,320,..3....,ZSHC,1950,2305,ZPPP,,,,,,,,,,,0,,国内,0,0331,1026,54921,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5318,320,1234567,ZPPP,0655,0955,ZSHC,,,,,,,,,,,0,,国内,0,0331,1026,54922,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5319,320,1234567,ZUUU,1550,1820,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,54923,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5320,320,1234567,ZGSZ,1940,2215,ZUUU,,,,,,,,,,,0,,国内,0,0331,1026,54925,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5321,332,1234567,ZUUU,0940,1205,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,54926,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5322,332,1234567,ZGGG,1320,1540,ZUUU,,,,,,,,,,,0,,国内,0,0331,1026,54927,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5323,738,1234567,ZBYN,0730,0850,ZLIC,,,,,,,,,,,0,,国内,0,0331,1026,54928,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5324,738,1.3.5.7,ZLIC,0940,1055,ZBYN,,,,,,,,,,,0,,国内,0,0331,1026,77772,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5324,738,.2.4.6.,ZLIC,0940,1100,ZBYN,,,,,,,,,,,0,,国内,0,0331,1026,77773,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5325,738,1234567,ZSPD,1505,1750,ZGZH,,,,,,,,,,,0,,国内,0,0331,1026,54930,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5326,738,1234567,ZGZH,1840,2120,ZSPD,,,,,,,,,,,0,,国内,0,0331,1026,54931,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5327,320,1...5..,ZSJN,0850,1100,ZHYC,1145,1345,ZPPP,,,,,,,,0,,国内,0,0331,1026,54936,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5327,320,......7,ZSJN,0850,1100,ZHYC,1200,1410,ZPPP,,,,,,,,0,,国内,0,0331,1026,54938,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5327,320,..3....,ZSJN,0850,1100,ZHYC,1200,1405,ZPPP,,,,,,,,0,,国内,0,0331,1026,54932,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5328,320,1.3.5.7,ZPPP,1515,1720,ZHYC,1820,2015,ZSJN,,,,,,,,0,,国内,0,0331,1026,54942,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5329,320,1234567,ZSOF,1450,1735,ZPPP,,,,,,,,,,,0,,国内,0,0331,1026,54944,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5330,320,1234567,ZPPP,1845,2115,ZSOF,,,,,,,,,,,0,,国内,0,0331,1026,54947,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5331,333,1234567,ZSSS,2100,2330,ZBAA,,,,,,,,,,,0,,国内,0,0331,1026,54948,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5332,321,1234567,ZGSZ,0715,0935,ZSPD,,,,,,,,,,,0,"共享代码JL5698,EY1055；",国内,0,0331,1026,54951,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5333,333,1234567,ZSSS,0900,1130,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,54955,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5334,321,1234567,ZGSZ,0930,1140,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54956,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5335,321,1234567,ZSPD,0910,1145,ZGSZ,,,,,,,,,,,0,"共享代码JL5697,EY1052；",国内,0,0331,1026,54960,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5336,321,1234567,ZGSZ,1030,1255,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54961,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5337,321,1234567,ZSSS,0955,1225,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,54963,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5338,333,1234567,ZGSZ,1130,1345,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54964,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5339,320,1.3.5.7,ZSNB,1855,2100,ZGKL,2150,2330,ZPPP,,,,,,,,0,,国内,0,0331,1026,54966,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5340,320,1.3.5.7,ZPPP,1835,2010,ZGKL,2055,2255,ZSNB,,,,,,,,0,,国内,0,0331,1026,54971,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5341,320,1234567,ZSYT,0900,1045,ZSSS,1205,1430,ZGSZ,,,,,,,,0,,国内,0,0331,1026,54973,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5342,321,1234567,ZGSZ,1300,1525,ZSPD,,,,,,,,,,,0,共享代码EY1056；,国内,0,0331,1026,54978,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5343,321,.2.4.6.,ZSSS,1055,1330,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,54982,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5343,321,..3....,ZSSS,1055,1330,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,54979,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5343,321,1...5.7,ZSSS,1100,1330,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,66830,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5344,333,1234567,ZGSZ,1330,1555,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54983,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5345,321,1234567,ZSSS,1405,1635,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,54984,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5346,321,1234567,ZGSZ,1430,1700,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,54987,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5347,333,1234567,ZSSS,1505,1735,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,54988,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5350,320,1.3.5.7,ZGSZ,1630,1900,ZSSS,2005,2155,ZSYT,,,,,,,,0,,国内,0,0331,1026,54996,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5350,320,.2.4.6.,ZGSZ,1630,1900,ZSSS,2005,2155,ZSYT,,,,,,,,0,,国内,0,0331,1026,54992,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5351,321,1234567,ZSPD,1545,1835,ZGSZ,,,,,,,,,,,0,共享代码EY1053；,国内,0,0331,1026,54998,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5352,321,......7,ZGSZ,1530,1805,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,55004,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5352,321,123456.,ZGSZ,1530,1755,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,55003,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5353,333,......7,ZSSS,1705,1940,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,76471,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5353,333,123456.,ZSSS,1705,1940,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,76468,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5354,321,1234567,ZGSZ,1830,2045,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,55008,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5355,321,1234567,ZSSS,1830,2055,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,55009,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5356,333,.2.4.6.,ZGSZ,1930,2150,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,77765,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5356,333,1.3.5.7,ZGSZ,1930,2145,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,77766,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5357,321,1234567,ZSSS,1905,2125,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,55012,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5359,333,1234567,ZSSS,2030,2300,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,55016,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5360,321,1234567,ZGSZ,1940,2205,ZSPD,,,,,,,,,,,0,共享代码EY1057；,国内,0,0331,1026,55023,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5361,321,12.4567,ZSPD,2125,0010,ZGSZ,,,,,,,,,,,0,共享代码EY1054；,国内,0,0331,1026,55026,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5361,321,..3....,ZSPD,2125,0010,ZGSZ,,,,,,,,,,,0,共享代码EY1054；,国内,0,0331,1026,55027,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5362,333,1234567,ZGSZ,2130,2355,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,55031,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5363,320,1......,ZSSS,0805,1005,ZGHA,,,,,,,,,,,0,,国内,0,0331,1026,55033,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5363,320,.234567,ZSSS,0805,1005,ZGHA,,,,,,,,,,,0,,国内,0,0331,1026,55034,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5364,320,1......,ZGHA,1110,1300,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,55037,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5364,320,..3.5.7,ZGHA,1105,1300,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,55038,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5364,320,.2.4.6.,ZGHA,1115,1300,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,67539,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5365,320,1...56.,ZUCK,1140,1340,ZSOF,1450,1625,ZSQD,,,,,,,,0,,国内,0,0331,1026,55039,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5365,320,..3....,ZUCK,1030,1225,ZSOF,1325,1500,ZSQD,,,,,,,,0,,国内,0,0331,1026,55042,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5366,320,.....6.,ZSQD,1800,1925,ZSOF,2040,2245,ZUCK,,,,,,,,0,,国内,0,0331,1026,55046,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5366,320,..3....,ZSQD,1655,1835,ZSOF,2025,2245,ZUCK,,,,,,,,0,,国内,0,0331,1026,55048,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5366,320,1...5..,ZSQD,1755,1925,ZSOF,2040,2245,ZUCK,,,,,,,,0,,国内,0,0331,1026,66969,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5367,321,.23456.,ZSPD,2140,2340,ZGHA,,,,,,,,,,,0,,国内,0,0331,1026,55051,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5367,321,1.....7,ZSPD,2140,2340,ZGHA,,,,,,,,,,,0,,国内,0,0331,1026,66818,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5368,321,1234567,ZGHA,0750,0955,ZSPD,,,,,,,,,,,0,,国内,0,0331,1026,55052,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5371,319,1......,ZSPD,0715,0930,ZHHH,1035,1155,ZHSN,,,,,,,,0,,国内,0,0331,1026,55056,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5371,319,...4.6.,ZSPD,0650,0900,ZHHH,1000,1115,ZHSN,,,,,,,,0,,国内,0,0331,1026,55058,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5372,319,1......,ZHSN,1350,1500,ZHHH,1550,1720,ZSPD,,,,,,,,0,,国内,0,0331,1026,55063,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5372,319,...4.6.,ZHSN,1220,1330,ZHHH,1435,1615,ZSPD,,,,,,,,0,,国内,0,0331,1026,55069,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5373,320,.....6.,ZUUU,1450,1700,ZSCN,1750,1855,ZSNB,,,,,,,,0,,国内,0,0331,1026,73502,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5373,320,.2.4...,ZUUU,1450,1700,ZSCN,1750,1855,ZSNB,,,,,,,,0,,国内,0,0331,1026,73500,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5374,320,.2...6.,ZSNB,1945,2055,ZSCN,2145,0005,ZUUU,,,,,,,,0,,国内,0,0331,1026,55076,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5374,320,...4...,ZSNB,1945,2055,ZSCN,2145,2355,ZUUU,,,,,,,,0,,国内,0,0331,1026,55078,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5375,320,.....6.,ZSPD,1955,2215,ZGDY,,,,,,,,,,,0,,国内,0,0331,1026,55082,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5375,320,..3....,ZSPD,1955,2215,ZGDY,,,,,,,,,,,0,,国内,0,0331,1026,66741,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5376,320,..3..6.,ZGDY,2305,0100,ZSPD,,,,,,,,,,,0,,国内,0,0331,1026,55086,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5377,320,1234567,ZSPD,1320,1625,ZJSY,,,,,,,,,,,0,与SU4060代号共享,国内,0,0331,1026,55091,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5378,320,1234567,ZJSY,1450,1820,ZSPD,,,,,,,,,,,0,,国内,0,0331,1026,55092,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5379,320,.....6.,ZSQD,0850,1055,ZSWZ,1200,1415,ZGZH,,,,,,,,0,,国内,0,0331,1026,55093,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5379,320,.2.4...,ZSQD,0850,1055,ZSWZ,1200,1415,ZGZH,,,,,,,,0,,国内,0,0331,1026,55097,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5379,320,1.3.5.7,ZSQD,0745,0945,ZSWZ,1035,1255,ZGZH,,,,,,,,0,,国内,0,0331,1026,55099,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5380,320,.....6.,ZGZH,1500,1720,ZSWZ,1820,2020,ZSQD,,,,,,,,0,,国内,0,0331,1026,55107,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5380,320,.2.4...,ZGZH,1500,1720,ZSWZ,1820,2020,ZSQD,,,,,,,,0,,国内,0,0331,1026,55109,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5380,320,1.3.5.7,ZGZH,1345,1555,ZSWZ,1645,1850,ZSQD,,,,,,,,0,,国内,0,0331,1026,55114,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5381,320,1234567,ZYTX,0750,1040,ZHXY,1130,1330,ZULZ,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,55117,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5382,320,1234567,ZULZ,1420,1620,ZHXY,1720,2020,ZYTX,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,55119,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5383,319,.2...6.,ZSPD,1820,2115,ZUZY,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,55121,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5383,320,1.3....,ZSPD,1635,1945,ZUZY,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,55122,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5383,320,...45.7,ZSPD,1635,1945,ZUZY,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,55123,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5384,319,.2...6.,ZUZY,2200,0030,ZSPD,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,55124,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5384,320,1.3....,ZUZY,2030,2315,ZSPD,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,55125,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5384,320,....5.7,ZUZY,2030,2315,ZSPD,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,55126,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5384,320,...4...,ZUZY,2030,2315,ZSPD,,,,,,,,,,,0,航路航线审核中；,国内,0,0331,1026,66723,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5385,320,1234567,ZSSS,1625,1825,ZHCC,,,,,,,,,,,0,,国内,0,0331,1026,55127,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5386,738,1234567,ZGGG,1355,1625,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,55128,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5387,320,...4...,ZUUU,0625,0915,ZSNB,,,,,,,,,,,0,,国内,0,0331,1026,55129,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5387,320,1...5.7,ZUUU,1450,1800,ZSNB,,,,,,,,,,,0,,国内,0,0331,1026,55130,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5387,320,..3....,ZUUU,1525,1820,ZSNB,,,,,,,,,,,0,,国内,0,0331,1026,55131,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5388,320,...4...,ZSNB,1050,1400,ZUUU,,,,,,,,,,,0,,国内,0,0331,1026,55132,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5388,320,1...5.7,ZSNB,1925,2230,ZUUU,,,,,,,,,,,0,,国内,0,0331,1026,55133,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5388,320,..3....,ZSNB,1925,2230,ZUUU,,,,,,,,,,,0,,国内,0,0331,1026,55134,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5389,321,12.45..,ZSSS,0720,0930,ZHLY,1020,1155,ZBAA,,,,,,,,0,,国内,0,0331,1026,55135,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5389,321,..3..67,ZSSS,0720,0930,ZHLY,1020,1200,ZBAA,,,,,,,,0,,国内,0,0331,1026,55137,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5390,321,1234567,ZBAA,1310,1510,ZHLY,1605,1810,ZSSS,,,,,,,,0,,国内,0,0331,1026,55140,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5391,333,1234567,ZBAA,0905,1225,ZGSZ,,,,,,,,,,,0,,国内,0,0331,1026,55142,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5392,333,1234567,ZGSZ,1340,1655,ZBAA,,,,,,,,,,,0,,国内,0,0331,1026,55143,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5393,738,1234567,ZSSS,1005,1225,ZGGG,,,,,,,,,,,0,,国内,0,0331,1026,55144,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5394,320,1234567,ZHCC,1935,2130,ZSPD,,,,,,,,,,,0,,国内,0,0331,1026,55145,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5395,738,1234567,ZSSS,0735,0935,ZHCC,,,,,,,,,,,0,,国内,0,0331,1026,55146,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
MU5396,738,1234567,ZHCC,1100,1245,ZSSS,,,,,,,,,,,0,,国内,0,0331,1026,55147,J,/,/,True,,,,,,,,,/,/,/,/,,/,,
